date,iso3,country,who_region,total_confirmed_cases,total_probable_cases,total_deaths,new_confirmed_cases,new_probable_cases,new_deaths
2022-01-07,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-14,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-19,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-21,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-28,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-04,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-11,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-25,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-04,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-15,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-22,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-06,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-07,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-13,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-14,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-16,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-17,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-18,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-19,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-20,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-21,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-04,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-06,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-08,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-09,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-10,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-12,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-13,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-14,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-15,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-16,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-17,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-20,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-21,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-22,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-23,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-24,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-25,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-06,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-10,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-11,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-14,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-16,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-17,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-18,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-19,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-23,ABW,Aruba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-24,ABW,Aruba,Region of the Americas,1.0,1.0,0.0,1.0,1.0,0.0
2022-08-25,ABW,Aruba,Region of the Americas,1.0,1.0,0.0,1.0,1.0,0.0
2022-08-26,ABW,Aruba,Region of the Americas,1.0,1.0,0.0,1.0,1.0,0.0
2022-08-29,ABW,Aruba,Region of the Americas,1.0,1.0,0.0,1.0,1.0,0.0
2022-08-30,ABW,Aruba,Region of the Americas,1.0,1.0,0.0,1.0,1.0,0.0
2022-08-31,ABW,Aruba,Region of the Americas,2.0,1.0,0.0,1.0,0.0,0.0
2022-09-01,ABW,Aruba,Region of the Americas,2.0,1.0,0.0,1.0,0.0,0.0
2022-09-02,ABW,Aruba,Region of the Americas,2.0,1.0,0.0,1.0,0.0,0.0
2022-09-03,ABW,Aruba,Region of the Americas,2.0,1.0,0.0,1.0,0.0,0.0
2022-09-04,ABW,Aruba,Region of the Americas,2.0,1.0,0.0,1.0,0.0,0.0
2022-09-05,ABW,Aruba,Region of the Americas,2.0,1.0,0.0,1.0,0.0,0.0
2022-09-06,ABW,Aruba,Region of the Americas,2.0,1.0,0.0,1.0,0.0,0.0
2022-09-07,ABW,Aruba,Region of the Americas,2.0,0.0,0.0,0.0,-1.0,0.0
2022-09-08,ABW,Aruba,Region of the Americas,2.0,0.0,0.0,0.0,-1.0,0.0
2022-09-09,ABW,Aruba,Region of the Americas,2.0,0.0,0.0,0.0,-1.0,0.0
2022-09-11,ABW,Aruba,Region of the Americas,2.0,0.0,0.0,0.0,-1.0,0.0
2022-09-12,ABW,Aruba,Region of the Americas,2.0,0.0,0.0,0.0,-1.0,0.0
2022-09-13,ABW,Aruba,Region of the Americas,2.0,0.0,0.0,0.0,-1.0,0.0
2022-09-14,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,1.0,0.0,0.0
2022-09-15,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,1.0,0.0,0.0
2022-09-16,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,1.0,0.0,0.0
2022-09-19,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,1.0,0.0,0.0
2022-09-20,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,1.0,0.0,0.0
2022-09-21,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-09-22,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-09-23,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-09-26,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-09-27,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-09-28,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-09-29,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-09-30,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-02,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-03,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-04,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-05,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-06,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-07,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-09,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-10,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-11,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-12,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-13,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-14,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-17,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-18,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-19,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-20,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-21,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-24,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-25,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-26,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-27,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-28,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-10-31,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-02,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-03,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-04,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-08,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-09,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-11,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-13,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-15,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-16,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-17,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-18,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-22,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-23,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-24,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-25,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-26,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-29,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-11-30,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-02,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-03,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-04,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-06,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-07,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-09,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-13,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-14,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-16,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-20,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-21,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-23,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-27,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-04,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-06,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-10,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-11,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-12,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-13,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-17,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-18,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-19,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-20,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-22,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-24,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-25,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-26,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-27,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-01-31,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-03,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-04,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-07,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-08,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-09,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-10,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-14,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-17,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-21,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-22,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-24,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-02-28,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-03,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-04,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-07,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-08,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-09,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-10,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-13,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-14,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-15,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-17,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-19,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-20,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-21,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-22,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-24,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-25,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-28,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-30,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-05,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-06,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-07,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-11,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-14,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-16,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-18,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-19,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-21,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-23,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-24,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-26,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-27,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-28,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-04-30,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-02,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-03,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-04,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-05,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-07,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-08,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-09,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-10,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-11,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-12,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-13,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-14,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-15,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-16,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-17,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-19,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-20,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-22,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-23,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
2023-05-24,ABW,Aruba,Region of the Americas,3.0,0.0,0.0,0.0,0.0,0.0
